80	0.000100	100000.000000
10.000000	0.250000	1.500000
10.000000	-0.000000	1.750000
10.000000	-0.250000	1.500000
10.000000	0.000000	1.250000
10.000000	0.500000	1.500000
10.000000	0.353553	1.853553
10.000000	-0.000000	2.000000
10.000000	-0.353553	1.853553
10.000000	-0.500000	1.500000
10.000000	-0.353553	1.146446
10.000000	0.000000	1.000000
10.000000	0.353554	1.146447
10.000000	0.750000	1.500000
10.000000	0.649519	1.875000
10.000000	0.375000	2.149519
10.000000	-0.000000	2.250000
10.000000	-0.375000	2.149519
10.000000	-0.649519	1.875000
10.000000	-0.750000	1.500000
10.000000	-0.649519	1.125000
10.000000	-0.375000	0.850481
10.000000	0.000000	0.750000
10.000000	0.375000	0.850481
10.000000	0.649519	1.125000
10.000000	1.000000	1.500000
10.000000	0.923880	1.882684
10.000000	0.707107	2.207107
10.000000	0.382683	2.423880
10.000000	-0.000000	2.500000
10.000000	-0.382684	2.423879
10.000000	-0.707107	2.207107
10.000000	-0.923880	1.882683
10.000000	-1.000000	1.500000
10.000000	-0.923879	1.117316
10.000000	-0.707106	0.792893
10.000000	-0.382683	0.576120
10.000000	0.000000	0.500000
10.000000	0.382684	0.576121
10.000000	0.707107	0.792894
10.000000	0.923880	1.117317
10.000000	0.250000	-1.500000
10.000000	-0.000000	-1.250000
10.000000	-0.250000	-1.500000
10.000000	0.000000	-1.750000
10.000000	0.500000	-1.500000
10.000000	0.353553	-1.146447
10.000000	-0.000000	-1.000000
10.000000	-0.353553	-1.146447
10.000000	-0.500000	-1.500000
10.000000	-0.353553	-1.853554
10.000000	0.000000	-2.000000
10.000000	0.353554	-1.853553
10.000000	0.750000	-1.500000
10.000000	0.649519	-1.125000
10.000000	0.375000	-0.850481
10.000000	-0.000000	-0.750000
10.000000	-0.375000	-0.850481
10.000000	-0.649519	-1.125000
10.000000	-0.750000	-1.500000
10.000000	-0.649519	-1.875000
10.000000	-0.375000	-2.149519
10.000000	0.000000	-2.250000
10.000000	0.375000	-2.149519
10.000000	0.649519	-1.875000
10.000000	1.000000	-1.500000
10.000000	0.923880	-1.117316
10.000000	0.707107	-0.792893
10.000000	0.382683	-0.576120
10.000000	-0.000000	-0.500000
10.000000	-0.382684	-0.576121
10.000000	-0.707107	-0.792893
10.000000	-0.923880	-1.117317
10.000000	-1.000000	-1.500000
10.000000	-0.923879	-1.882684
10.000000	-0.707106	-2.207107
10.000000	-0.382683	-2.423880
10.000000	0.000000	-2.500000
10.000000	0.382684	-2.423879
10.000000	0.707107	-2.207106
10.000000	0.923880	-1.882683
